,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Opremljenost in stanje,Število parkirnih mest,Leto zadnje prenove,Energetski razred,Interna številka oglasa,Balkon / terasa / atrij,Zunanje površine in oprema,Možnost menjave
646,6333688,19.02.2021dne00:20,"
doprodaje",1426-krat,"

78.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,Pritličje,4,2-sobno,"48,00 m²","48,00 m²",1968,,brez pripadajočega parkirišča,,,PS4646487BJ,,,
647,6333685,19.02.2021dne00:20,"
doprodaje",276-krat,"

297.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Piran",V večstanovanjski stavbi,3.,3,3-sobno,"74,00 m²","74,00 m²",1800,Popolnoma opremljeno,,2018,,PS4646571MM,,,
648,6333536,19.02.2021dne00:13,"
doprodaje",429-krat,"

143.000 €
",Skupna cena,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,Pritličje,1,Garsonjera,"188,00 m²","188,00 m²",1973,Delno opremljeno,1,,,PS00048BH,,,
649,6333519,18.02.2021dne23:57,"
doprodaje",151-krat,"

170.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Poljane",V večstanovanjski stavbi,3.,3,"2,5-sobno","42,70 m²","51,20 m²",1959,Neopremljeno,,2011,EI v izdelavi,100763,Balkon,,
650,6332310,18.02.2021dne18:01,"
doprodaje",84-krat,"

140.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,Pritličje,3,2-sobno,"54,00 m²","70,00 m²",2021,Neopremljeno,1,,EI v izdelavi,,Balkon,Bazen,
651,6332092,18.02.2021dne17:17,"
doprodaje",49-krat,"

140.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,2.,3,2-sobno,"54,00 m²","70,00 m²",2021,Neopremljeno,1,,EI v izdelavi,,"Balkon, Zaprt balkon",Bazen,
652,6331322,18.02.2021dne13:58,"
doprodaje",335-krat,"

235.600 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Topniška",,Pritličje,,2-sobno,"62,00 m²",,,Popolnoma opremljeno,1,2020,EI v izdelavi,S102,Zaprt balkon,,
653,3256504,18.02.2021dne12:38,"
doprodaje",1198-krat,"

169.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",V večstanovanjski stavbi,Pritličje,,2-sobno,"50,00 m²",,2006,,,,C (35 - 60 kWh/m2a),,"Terasa, Atrij",,
654,6326703,18.02.2021dne00:15,"
doprodaje",6501-krat,"

193.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,3,4-sobno,"136,00 m²","136,00 m²",1900,Delno opremljeno,,2016,,PS4646527BJ,,,
655,3214701,17.02.2021dne21:14,"
doprodaje",1352-krat,"

95.000 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,1.,,3-sobno,"74,00 m²",,1980,,,,,,Balkon,,
656,6325581,17.02.2021dne19:24,"
doprodaje",65-krat,"

230.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,3.,3,2-sobno,"55,00 m²","140,00 m²",2021,Neopremljeno,1,,EI v izdelavi,,"Balkon, Zaprt balkon, Terasa",Bazen,
657,6100628,17.02.2021dne13:30,"
doprodaje",448-krat,"

169.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, UKC",V hiši,Pritličje,2,3-sobno,,"62,00 m²",1930,Delno opremljeno,2,2011,EI ni potrebna (334. člen EZ-1),100715,,"Vrt/dvorišče, Lopa za shranjevanje",
658,6323909,17.02.2021dne13:27,"
doprodaje",459-krat,"

99.500 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",,3.,4,3-sobno,"53,00 m²","53,00 m²",1960,,,2008,,202103,,,
659,6323837,17.02.2021dne13:08,"
doprodaje",455-krat,"

169.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,3-sobno,"130,20 m²",,1910,,,,,490321055-73,,,
660,6323774,17.02.2021dne12:53,"
doprodaje",736-krat,"

349.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,4-sobno,"148,90 m²",,1993,,,,,490321044-167,,,
661,6317851,17.02.2021dne00:16,"
doprodaje",250-krat,"

86.000 €
",Skupna cena,Prodam,"Pomurska, Gornja Radgona, Aženski Vrh",V večstanovanjski stavbi,Pritličje,,1-sobno,"59,00 m²","59,00 m²",2017,,brez pripadajočega parkirišča,,,PS4646512MR,,,
662,6316012,16.02.2021dne17:18,"
doprodaje",286-krat,"

300.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rožna dolina",V večstanovanjski stavbi,3.,3,3-sobno,,"78,90 m²",2003,Popolnoma opremljeno,1,2017,,100761,Terasa,,
663,6315868,16.02.2021dne16:42,"
doprodaje",162-krat,"

223.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Zupančičeva jama",V večstanovanjski stavbi,1.,6,2-sobno,"62,90 m²",,1989,Delno opremljeno,brez pripadajočega parkirišča,,EI v izdelavi,SP3280,,,
664,6315669,16.02.2021dne15:44,"
doprodaje",422-krat,"

68.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",,5.,12,Garsonjera,"17,00 m²","17,00 m²",1983,,,2018,D (60 - 105 kWh/m2a),R53,,,
665,5967858,16.02.2021dne11:57,"
doprodaje",373-krat,"

230.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Zupančičeva jama",V večstanovanjski stavbi,3.,5,"2,5-sobno","63,40 m²","65,90 m²",1990,Delno opremljeno,,2016,C (35 - 60 kWh/m2a),100689,,,
666,6309946,15.02.2021dne23:04,"
doprodaje",230-krat,"

86.000 €
",Skupna cena,Prodam,"Pomurska, Gornja Radgona, Aženski Vrh",,Pritličje,,2-sobno,,"59,60 m²",2017,,,,,PS4646512MR,Atrij,,
667,6309096,15.02.2021dne19:25,"
doprodaje",746-krat,"

194.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,2.,3,"2,5-sobno","80,80 m²","63,70 m²",2012,,,,C (35 - 60 kWh/m2a),,Terasa,,
668,6307655,15.02.2021dne13:48,"
doprodaje",378-krat,"

193.500 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,Mansarda,3,4-sobno,"129,50 m²",,2020,,,,EI v izdelavi,PE9410,,,
669,6301926,15.02.2021dne00:11,"
doprodaje",9610-krat,"

175.000 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",V večstanovanjski stavbi,,,4-sobno,"100,00 m²","100,00 m²",2013,,,,,KODA: P1054AKM,,,
670,6283525,13.02.2021dne00:14,"
doprodaje",418-krat,"

179.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Tacen",V večstanovanjski stavbi,,,,"62,00 m²","62,00 m²",2009,,,2021,,RE ID 2017-007,,,
671,6281383,12.02.2021dne15:09,"
doprodaje",149-krat,"

695.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,3.,4,3-sobno,"108,00 m²",,2005,,,,,L207,,,
672,4696875,12.02.2021dne07:40,"
doprodaje",2284-krat,"

250.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,2.,,4-sobno,"116,00 m²","129,00 m²",1900,,,2011,EI ni potrebna (334. člen EZ-1),,,,
673,6275681,12.02.2021dne00:16,"
doprodaje",983-krat,"

189.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,1.,,2-sobno,"90,00 m²","90,00 m²",1800,,,2015,,PS4646552MM,,,
674,6275572,12.02.2021dne00:13,"
doprodaje",395-krat,"

147.990 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",V večstanovanjski stavbi,,,2-sobno,"91,00 m²","91,00 m²",1998,,,,,KODA: P1053KAM,,,
675,6272898,11.02.2021dne14:17,"
doprodaje",95-krat,"

390.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Marina",V večstanovanjski stavbi,Pritličje,2,3-sobno,"83,86 m²","151,41 m²",2021,Neopremljeno,2,,EI v izdelavi,,"Zaprt balkon, Terasa",Bazen,
676,6268987,11.02.2021dne00:14,"
doprodaje",319-krat,"

229.000 €
",Skupna cena,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,2.,4,4-sobno,"93,00 m²","93,00 m²",1640,Popolnoma opremljeno,,1997,,PS4646536MM,,,
677,6268840,10.02.2021dne23:34,"
doprodaje",1241-krat,"

98.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,3,,"61,50 m²","69,10 m²",1949,Popolnoma opremljeno,1,2019,EI v izdelavi,2012-1011,,,Možna menjava za drugo nepremičnino
678,6267687,10.02.2021dne18:41,"
doprodaje",97-krat,"

246.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Marina",V večstanovanjski stavbi,2.,2,2-sobno,"65,06 m²","107,06 m²",2021,Neopremljeno,2,,EI v izdelavi,,"Balkon, Terasa, Loža",,
679,6264890,10.02.2021dne09:47,"
doprodaje",1361-krat,"

89.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,1.,2,3-sobno,"50,90 m²","97,20 m²",1907,Delno opremljeno,,2019,EI v izdelavi,GALEA 2021/379,Terasa,,
680,4381311,09.02.2021dne14:07,"
doprodaje",3035-krat,"

116.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,"3,5-sobno","84,00 m²","111,30 m²",1937,,brez pripadajočega parkirišča,,E (105 - 150 kWh/m2a),100108-439,Balkon,,Menjava za drugo nepremičnino ni možna
681,4381302,09.02.2021dne14:07,"
doprodaje",1417-krat,"

149.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,"3,5-sobno","84,00 m²","106,00 m²",1937,,brez pripadajočega parkirišča,2019,F (150 - 210 kWh/m2a),100108-301,Balkon,,Menjava za drugo nepremičnino ni možna
682,5937061,09.02.2021dne14:07,"
doprodaje",261-krat,"

90.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"60,79 m²","69,48 m²",2021,,brez pripadajočega parkirišča,,,100104-456,Atrij,,Menjava za drugo nepremičnino ni možna
683,5937107,09.02.2021dne14:07,"
doprodaje",339-krat,"

90.000 €
",Skupna cena,Prodam,"Podravska, Pesnica pri Mariboru, Zgornji Jakobski Dol",V večstanovanjski stavbi,,,3-sobno,"60,79 m²","69,48 m²",2021,,brez pripadajočega parkirišča,,,100155-237,Atrij,,Menjava za drugo nepremičnino ni možna
684,6258723,09.02.2021dne09:46,"
doprodaje",607-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",,1.,3,2-sobno,,"71,00 m²",2014,,,,,PS4646163MR,Balkon,,
685,6254326,08.02.2021dne16:27,"
doprodaje",91-krat,"

120.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Seget",V večstanovanjski stavbi,1.,2,2-sobno,"50,00 m²","72,00 m²",2009,Popolnoma opremljeno,1,,EI v izdelavi,,"Balkon, Terasa",,
686,6254267,08.02.2021dne16:19,"
doprodaje",156-krat,"

90.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Seget",V večstanovanjski stavbi,Pritličje,2,2-sobno,"50,00 m²","59,00 m²",2009,Popolnoma opremljeno,1,,EI v izdelavi,,"Balkon, Terasa",,
687,6235092,07.02.2021dne00:16,"
doprodaje",170-krat,"

393.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Dol pri Ljubljani, Dol pri Ljubljani",V večstanovanjski stavbi,3.,3,,"198,00 m²","198,00 m²",2013,,,,,KODA: P1284DO,,,
688,6225973,05.02.2021dne20:51,"
doprodaje",154-krat,"

320.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",V hiši,1.,2,5-sobno,"156,70 m²","175,70 m²",1965,,,2019,D (60 - 105 kWh/m2a),100735,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",
689,6214674,04.02.2021dne20:10,"
doprodaje",274-krat,"

199.900 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",V večstanovanjski stavbi,8.,12,2-sobno,,"52,10 m²",1961,Popolnoma opremljeno,,2020,D (60 - 105 kWh/m2a),100713,,,
690,6214663,04.02.2021dne20:07,"
doprodaje",140-krat,"

310.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana, Poštni center",,3.,7,"4,5-sobno","83,70 m²","91,03 m²",1957,Delno opremljeno,brez pripadajočega parkirišča,2007,D (60 - 105 kWh/m2a),100712,Loža,,
691,6214647,04.02.2021dne20:03,"
doprodaje",176-krat,"

220.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje",V večstanovanjski stavbi,2.,5,3-sobno,,"75,10 m²",1958,Popolnoma opremljeno,,2015,C (35 - 60 kWh/m2a),100710,,,
692,6201563,03.02.2021dne13:44,"
doprodaje",122-krat,"

369.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,Pritličje,,5-sobno,"136,00 m²",,2009,,,,EI v izdelavi,S101,,,
693,6200540,03.02.2021dne10:12,"
doprodaje",1847-krat,"

179.775 €
",Skupna cena,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,4.,6,2-sobno,"76,80 m²","6,20 m²",2019,,,,,,,,
694,6193938,03.02.2021dne03:32,"
doprodaje",502-krat,"

170.000 €
",Skupna cena,Prodam,"Podravska, Rače, Rače",V večstanovanjski stavbi,,,,"87,00 m²","87,00 m²",2017,,2,,,PS38621891PV,,,
695,6193937,03.02.2021dne03:32,"
doprodaje",483-krat,"

183.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,2,,"136,00 m²","136,00 m²",1904,,,2008,,PS38621890AS,,,
696,6193936,03.02.2021dne03:32,"
doprodaje",624-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,,,,"130,00 m²","130,00 m²",1950,Delno opremljeno,1,1989,,PS38621888AS,,,
697,6193930,03.02.2021dne03:32,"
doprodaje",156-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,,"71,00 m²","71,00 m²",2020,Neopremljeno,brez pripadajočega parkirišča,,,PS38621882AS,,,
698,6193929,03.02.2021dne03:32,"
doprodaje",83-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,2.,2,,"79,00 m²","79,00 m²",2020,Neopremljeno,,,,PS38621881AS,,,
699,6193927,03.02.2021dne03:31,"
doprodaje",93-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"65,00 m²","65,00 m²",2020,Neopremljeno,brez pripadajočega parkirišča,,,PS38621879AS,,,
700,6193926,03.02.2021dne03:31,"
doprodaje",127-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"77,00 m²","77,00 m²",2020,Neopremljeno,brez pripadajočega parkirišča,,,PS38621878AS,,,
701,6193924,03.02.2021dne03:31,"
doprodaje",84-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"71,00 m²","71,00 m²",2020,,brez pripadajočega parkirišča,,,PS38621876AS,,,
702,6193923,03.02.2021dne03:31,"
doprodaje",60-krat,"

143.434 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,2,,"97,00 m²","97,00 m²",2020,Neopremljeno,1,,,PS38621875AS,,,
703,6193921,03.02.2021dne03:31,"
doprodaje",64-krat,"

141.244 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,2,,"92,00 m²","92,00 m²",2020,Neopremljeno,brez pripadajočega parkirišča,,,PS38621871AS,,,
704,6193920,03.02.2021dne03:31,"
doprodaje",66-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,2,,"75,00 m²","75,00 m²",2020,Neopremljeno,brez pripadajočega parkirišča,,,PS38621870AS,,,
705,6192635,03.02.2021dne03:16,"
doprodaje",354-krat,"

155.540 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,2-sobno,"73,00 m²","73,00 m²",2020,Neopremljeno,brez pripadajočega parkirišča,,,PS00703MN,,,
706,6192628,03.02.2021dne03:16,"
doprodaje",153-krat,"

125.746 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",V večstanovanjski stavbi,1.,1,3-sobno,"84,00 m²","84,00 m²",2021,Neopremljeno,2,,,PS00700MN,,,
707,6192626,03.02.2021dne03:16,"
doprodaje",91-krat,"

127.892 €
",Skupna cena,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",V večstanovanjski stavbi,Pritličje,1,3-sobno,"78,00 m²","78,00 m²",2021,Neopremljeno,2,,,PS00699MN,,,
708,6192623,03.02.2021dne03:16,"
doprodaje",402-krat,"

139.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,,"117,00 m²","117,00 m²",1900,Neopremljeno,,2019,,PS00698PG,,,
709,6192621,03.02.2021dne03:16,"
doprodaje",921-krat,"

85.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,3-sobno,"54,00 m²","54,00 m²",1900,Neopremljeno,brez pripadajočega parkirišča,2019,,PS00696MN,,,
710,6192618,03.02.2021dne03:16,"
doprodaje",475-krat,"

91.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,2,3-sobno,"53,00 m²","53,00 m²",1900,Neopremljeno,1,2019,,PS00695MN,,,
711,4022497,02.02.2021dne12:18,"
doprodaje",932-krat,"

150.015 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,,,,"98,00 m²","98,00 m²",2018,,,,,PS00559FP,,,
712,4022495,02.02.2021dne12:17,"
doprodaje",707-krat,"

164.250 €
",Skupna cena,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,,,,"109,00 m²","109,00 m²",2018,,,,,PS00557FP,,,
713,6156470,31.01.2021dne00:15,"
doprodaje",12432-krat,"

1.300.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,1.,2,Garsonjera,"282,00 m²","282,00 m²",1949,Popolnoma opremljeno,,2011,,PS4646517SS,,,
714,6144872,30.01.2021dne00:17,"
doprodaje",175-krat,"

750.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,1.,2,4-sobno,"114,00 m²","114,00 m²",1906,,1,2000,,PS4646514PB,,,
715,6144870,30.01.2021dne00:17,"
doprodaje",155-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Mansarda,3,2-sobno,"71,00 m²","71,00 m²",2020,Neopremljeno,,,,PS4646480DL-18,,,
716,6144869,30.01.2021dne00:17,"
doprodaje",105-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,3-sobno,"77,00 m²","77,00 m²",2020,Neopremljeno,,,,PS4646480DL-12,,,
717,6144861,30.01.2021dne00:16,"
doprodaje",812-krat,"

72.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,1.,1,2-sobno,"71,00 m²","71,00 m²",2008,Popolnoma opremljeno,brez pripadajočega parkirišča,,,PS4645730AB,,,
718,6142798,29.01.2021dne15:26,"
doprodaje",1537-krat,"

174.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Preserje",V hiši,Pritličje,3,4-sobno,"121,00 m²",,2008,,,2020,D (60 - 105 kWh/m2a),1032,Atrij,,
719,6142745,29.01.2021dne15:15,"
doprodaje",335-krat,"

215.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Notranje Gorice",,1.,2,5-sobno,"120,00 m²",,2010,,2,2020,D (60 - 105 kWh/m2a),1031,,,
720,6123628,29.01.2021dne00:16,"
doprodaje",111-krat,"

120.439 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"75,00 m²","75,00 m²",2020,Neopremljeno,,,,PS4646480DL-1,,,
721,6123627,29.01.2021dne00:16,"
doprodaje",114-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,1-sobno,"65,00 m²","65,00 m²",2020,Neopremljeno,,,,PS4646480DL-15,,,
722,6123626,29.01.2021dne00:16,"
doprodaje",96-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Mansarda,3,2-sobno,"79,00 m²","79,00 m²",2020,Neopremljeno,,,,PS4646480DL-17,,,
723,6123625,29.01.2021dne00:16,"
doprodaje",90-krat,"

125.914 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,2-sobno,"76,00 m²","76,00 m²",2020,Neopremljeno,,,,PS4646480DL-11,,,
724,6123624,29.01.2021dne00:16,"
doprodaje",90-krat,"

118.249 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,2-sobno,"71,00 m²","71,00 m²",2020,Neopremljeno,,,,PS4646480DL-10,,,
725,6123623,29.01.2021dne00:16,"
doprodaje",94-krat,"

143.434 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,1.,3,2-sobno,"97,00 m²","97,00 m²",2020,Neopremljeno,,,,PS4646480DL-9,,,
726,6123622,29.01.2021dne00:16,"
doprodaje",97-krat,"

116.059 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"71,00 m²","71,00 m²",2020,Neopremljeno,,,,PS4646480DL-7,,,
727,6123621,29.01.2021dne00:16,"
doprodaje",158-krat,"

98.539 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,1-sobno,"62,00 m²","62,00 m²",2020,Neopremljeno,,,,PS4646480DL-5,,,
728,6123620,29.01.2021dne00:16,"
doprodaje",106-krat,"

121.534 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"83,00 m²","83,00 m²",2020,Neopremljeno,,,,PS4646480DL-3,,,
729,6123619,29.01.2021dne00:16,"
doprodaje",67-krat,"

141.244 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",V večstanovanjski stavbi,Pritličje,3,2-sobno,"93,00 m²","93,00 m²",2020,Neopremljeno,,,,PS4646480DL-2,,,
730,6123232,28.01.2021dne21:37,"
doprodaje",152-krat,"

120.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Trogir",V večstanovanjski stavbi,Pritličje,4,1-sobno,"42,00 m²","100,00 m²",2020,,1,,EI v izdelavi,,Terasa,Vrt/dvorišče,
731,6123183,28.01.2021dne21:23,"
doprodaje",72-krat,"

175.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Trogir",V večstanovanjski stavbi,3.,4,3-sobno,,"96,00 m²",,Neopremljeno,1,2020,EI v izdelavi,,Balkon,,
732,6123090,28.01.2021dne20:55,"
doprodaje",130-krat,"

160.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Trogir",V večstanovanjski stavbi,2.,3,3-sobno,,"81,50 m²",,Popolnoma opremljeno,1,,EI v izdelavi,,"Balkon, Loža",,
733,6123053,28.01.2021dne20:44,"
doprodaje",123-krat,"

130.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,1.,2,2-sobno,"70,00 m²",,2021,Delno opremljeno,1,,EI v izdelavi,,"Balkon, Terasa","Žar, Bazen",
734,6123034,28.01.2021dne20:36,"
doprodaje",71-krat,"

220.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Splitsko-dalmatinska, Okrug",V večstanovanjski stavbi,2.,2,2-sobno,"70,00 m²","140,00 m²",2021,Delno opremljeno,1,,EI v izdelavi,,"Balkon, Terasa, Loža","Žar, Bazen",
735,6122060,28.01.2021dne16:56,"
doprodaje",116-krat,"

125.914,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Mansarda,3,3-sobno,"71,30 m²","79,40 m²",2020,,,,,PS4646480DL-17,Balkon,,
736,6121977,28.01.2021dne16:39,"
doprodaje",125-krat,"

125.914,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"73,50 m²","76,50 m²",2020,,,,,PS4646480DL-11,,,
737,6121921,28.01.2021dne16:28,"
doprodaje",134-krat,"

118.249,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"68,00 m²","71,00 m²",2020,,,,,PS4646480DL-10,,,
738,6120856,28.01.2021dne12:41,"
doprodaje",119-krat,"

143.434,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,3-sobno,"76,90 m²","97,40 m²",2020,,,,,PS4646480DL-9,,,
739,6120815,28.01.2021dne12:32,"
doprodaje",142-krat,"

116.059,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,3-sobno,"63,60 m²","71,60 m²",2020,,,,,PS4646480DL-7,Balkon,,
740,6120796,28.01.2021dne12:27,"
doprodaje",185-krat,"

98.539,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Pritličje,3,2-sobno,"54,90 m²","62,20 m²",2020,,,,,PS4646480DL-5,Balkon,,
741,6120365,28.01.2021dne10:53,"
doprodaje",79-krat,"

116.059,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,1.,3,2-sobno,"52,70 m²","65,60 m²",2020,,,,,PS4646480DL-15,Balkon,,
742,6120257,28.01.2021dne10:32,"
doprodaje",114-krat,"

118.249,05 €
",Skupna cena,Prodam,"Podravska, Ruše, Bezena",,Mansarda,3,3-sobno,"62,80 m²","71,70 m²",2020,,,,,PS4646480DL-18,Balkon,,
