,Šifra oglasa,Objavljen ,Do poteka še,Število prikazov oglasa,Cena,Vrsta cene,Posredovanje,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Vrsta stanovanja,Bivalna površina,Neto površina,Leto izgradnje*,Leto zadnje prenove,Opremljenost in stanje,Energetski razred,Možnost menjave,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Interna številka oglasa
94,6492170,11.03.2021dne00:13,"
doprodaje",1320-krat,"

33.450 €
",Skupna cena,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,1.,1,1-sobno,"106,00 m²","106,00 m²",1880,2016,Neopremljeno,,,brez pripadajočega parkirišča,,,PS38621905PV
95,6492143,11.03.2021dne00:12,"
doprodaje",80-krat,"

129.000 €
",Skupna cena,Prodam,"Goriška, Nova Gorica, Nova Gorica",V večstanovanjski stavbi,5.,,,"73,00 m²","73,00 m²",1978,2015,,,,,,,PS00714PD
96,6492129,11.03.2021dne00:12,"
doprodaje",82-krat,"

600.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,1.,4,,"125,00 m²","125,00 m²",1897,2018,Popolnoma opremljeno,,,,,,KODA: P1283CE
97,6492065,10.03.2021dne23:04,"
26dni,2h,47min.
",170-krat,"

115.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,3.,4,3-sobno,"71,00 m²","66,00 m²",1990,2020,Delno opremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,1,Loža,Vrt/dvorišče,
98,6491663,10.03.2021dne20:42,"
26dni,0h,25min.
",111-krat,"

110.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Litija, Litija",,2.,3,"2,5-sobno","45,00 m²","73,00 m²",1924,2018,Popolnoma opremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,,,,
99,6491145,10.03.2021dne18:54,"
doprodaje",105-krat,"

120.000 €
",Skupna cena,Prodam,"Zasavska, Trbovlje, Trbovlje",V hiši,Pritličje,1,3-sobno,"138,90 m²","138,90 m²",1999,1999,,F (201 do 250 kWh/m2a) - HR,,,,,
100,4883785,10.03.2021dne18:24,"
25dni,22h,7min.
",646-krat,"
podogovoru",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V hiši,Visoko pritličje,1,3-sobno,"70,00 m²","70,00 m²",1985,2015,,C (35 - 60 kWh/m2a),Možna menjava za drugo nepremičnino,,,,
101,6490203,10.03.2021dne15:09,"
doprodaje",455-krat,"

99.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,2.,16,"2,5-sobno","71,20 m²","65,10 m²",1978,2004,,EI v izdelavi,,,,,GALEA 2021/389
102,1454737,10.03.2021dne15:03,"
25dni,18h,46min.
",3278-krat,"

900 €
",Skupna cena,Prodam,"Savinjska, Šoštanj, Gaberke",V večstanovanjski stavbi,1.,,3-sobno,"85,00 m²",,1930,2014,,EI v izdelavi,,,,,
103,6490027,10.03.2021dne14:30,"
25dni,18h,12min.
",35-krat,"

162.800 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Liško-senjska, Novalja",V večstanovanjski stavbi,2.,2,3-sobno,"74,00 m²",,2014,,Popolnoma opremljeno,B2 (25 - 35 kWh/m2a),,2,Terasa,,
104,1450172,10.03.2021dne14:22,"
25dni,18h,4min.
",2573-krat,"

79.999 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,2.,4,Garsonjera,"37,49 m²","34,00 m²",2008,,Delno opremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,1,Balkon,,
105,3506600,10.03.2021dne12:06,"
25dni,15h,49min.
",1932-krat,"

99.000 €
",Skupna cena,Prodam,"Podravska, Starše, Starše",V večstanovanjski stavbi,1.,1,4-sobno,"111,00 m²","111,00 m²",2019,,Neopremljeno,,,,,,
106,6488999,10.03.2021dne10:17,"
25dni,14h,0min.
",274-krat,"
podogovoru",Skupna cena,Prodam,"Savinjska, Celje, Hudinja",V večstanovanjski stavbi,1.,22,"2,5-sobno","72,00 m²","72,00 m²",1985,,,,,,"Balkon, Zaprt balkon",,
107,6488809,10.03.2021dne09:26,"
25dni,13h,8min.
",104-krat,"

89.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Pag",V večstanovanjski stavbi,2.,2,2-sobno,"56,00 m²",,,,Popolnoma opremljeno,B2 (25 - 35 kWh/m2a),,1,,,
108,6488761,10.03.2021dne09:15,"
25dni,12h,58min.
",33-krat,"

338.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Liško-senjska, Novalja",V večstanovanjski stavbi,2.,2,4-sobno,"121,00 m²",,2020,,Neopremljeno,A1 (0 - 10 kWh/m2a),Menjava za drugo nepremičnino ni možna,1,Terasa,,
109,4200856,10.03.2021dne09:01,"
doprodaje",18020-krat,"

228.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,5.,5,2-sobno,"119,40 m²","160,30 m²",2021,,,B1 (15 - 25 kWh/m2a),,2,Terasa,,5n5-I
110,3577634,10.03.2021dne09:01,"
doprodaje",11312-krat,"

182.630 €
",Skupna cena,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,2.,5,4-sobno,"106,10 m²","92,50 m²",2020,,,B1 (15 - 25 kWh/m2a),,,Balkon,,2N1
111,4595136,10.03.2021dne08:53,"
25dni,12h,36min.
",2132-krat,"

28.000 €
",Skupna cena,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,Pritličje,,Garsonjera,"28,20 m²",,,,,,,,,,
112,6488535,10.03.2021dne08:19,"
25dni,12h,2min.
",130-krat,"

138.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Mirje",V večstanovanjski stavbi,2.,3,Garsonjera,"27,00 m²","30,00 m²",1873,2013,Popolnoma opremljeno,,,1,,,
113,6485386,10.03.2021dne00:20,"
doprodaje",61-krat,"

128.461 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,3-sobno,"151,00 m²","151,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646466MR - 1
114,6485385,10.03.2021dne00:20,"
doprodaje",58-krat,"

97.105 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,2-sobno,"95,00 m²","95,00 m²",2021,,,,,,,,PS4646465MR - 2
115,6485383,10.03.2021dne00:20,"
doprodaje",35-krat,"

120.485 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,Pritličje,3,3-sobno,"142,00 m²","142,00 m²",2021,,,,,,,,PS4646464MR - 3
116,6485381,10.03.2021dne00:20,"
doprodaje",25-krat,"

126.303 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"79,00 m²","79,00 m²",2021,,,,,,,,PS4646463MR - 4
117,6485379,10.03.2021dne00:20,"
doprodaje",52-krat,"

93.944 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,2-sobno,"58,00 m²","58,00 m²",2021,,,,,,,,PS4646462MR - 5
118,6485377,10.03.2021dne00:20,"
doprodaje",38-krat,"

116.085 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"72,00 m²","72,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646461MR - 6
119,6485375,10.03.2021dne00:20,"
doprodaje",19-krat,"

106.448 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"66,00 m²","66,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646460MR - 7
120,6485373,10.03.2021dne00:20,"
doprodaje",24-krat,"

109.512 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,3-sobno,"67,00 m²","67,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646459MR - 8
121,6485371,10.03.2021dne00:20,"
doprodaje",24-krat,"

124.508 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"77,00 m²","77,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646458MR - 9
122,6485369,10.03.2021dne00:20,"
doprodaje",34-krat,"

93.031 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,2-sobno,"57,00 m²","57,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646457MR - 10
123,6485368,10.03.2021dne00:20,"
doprodaje",24-krat,"

116.157 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"72,00 m²","72,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646456MR - 11
124,6485365,10.03.2021dne00:20,"
doprodaje",24-krat,"

105.956 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"65,00 m²","65,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646455MR - 12
125,6485363,10.03.2021dne00:20,"
doprodaje",26-krat,"

109.846 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,2.,3,3-sobno,"68,00 m²","68,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646454MR - 13
126,6485361,10.03.2021dne00:20,"
doprodaje",25-krat,"

95.560 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,2-sobno,"57,00 m²","57,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646452MR - 15
127,6485359,10.03.2021dne00:20,"
doprodaje",20-krat,"

120.444 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"72,00 m²","72,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646451MR - 16
128,6485357,10.03.2021dne00:20,"
doprodaje",24-krat,"

109.833 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"66,00 m²","66,00 m²",2021,,,,,brez pripadajočega parkirišča,,,PS4646450MR - 17
129,6485356,10.03.2021dne00:20,"
doprodaje",23-krat,"

113.406 €
",Skupna cena,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,3-sobno,"68,00 m²","68,00 m²",2021,,,,,,,,PS4646449MR - 18
130,6485349,10.03.2021dne00:20,"
doprodaje",46-krat,"

600.000 €
",Skupna cena,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,3.,,5-sobno,"154,00 m²","154,00 m²",2008,,,,,1,,,PS4646626KM
131,6485322,10.03.2021dne00:20,"
doprodaje",156-krat,"

94.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,8.,8,,"59,00 m²","59,00 m²",1978,2016,,,,brez pripadajočega parkirišča,,,PS4646576AP
132,6484761,10.03.2021dne00:15,"
doprodaje",33-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,3,4-sobno,"117,69 m²","177,47 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,Terasa,,101179-302
133,6484745,10.03.2021dne00:15,"
doprodaje",33-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,3,4-sobno,"117,69 m²","177,47 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,Terasa,,101179-304
134,6484730,10.03.2021dne00:15,"
doprodaje",20-krat,"

488.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,1,4-sobno,"104,74 m²","170,85 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,"Atrij, Terasa",Vrt/dvorišče,101179-298
135,6484723,10.03.2021dne00:15,"
doprodaje",22-krat,"

498.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,4,4-sobno,"104,74 m²","194,18 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,"Atrij, Terasa",Vrt/dvorišče,101179-299
136,6484698,10.03.2021dne00:15,"
doprodaje",21-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,1,4-sobno,"104,84 m²","157,26 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,Terasa,,101179-303
137,6484697,10.03.2021dne00:15,"
doprodaje",22-krat,"

528.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,,4,4-sobno,"119,80 m²","207,46 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,"Atrij, Terasa",,101179-300
138,6484696,10.03.2021dne00:15,"
doprodaje",14-krat,"

449.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V hiši,,1,4-sobno,"104,84 m²","157,26 m²",2021,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,2,Terasa,,101179-301
139,6484625,10.03.2021dne00:12,"
doprodaje",333-krat,"

89.990 €
",Skupna cena,Prodam,"Podravska, Hoče, Hoče",V večstanovanjski stavbi,Pritličje,3,3-sobno,"65,00 m²","65,00 m²",1946,1990,Delno opremljeno,,,,,,PS38621903BM
140,6484624,10.03.2021dne00:12,"
doprodaje",40-krat,"

655.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,1500,,,,,,,,490191084-119
141,6484623,10.03.2021dne00:12,"
doprodaje",65-krat,"

1.884.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,,,,1500,,,,,,,,490191084-121
142,6484622,10.03.2021dne00:12,"
doprodaje",42-krat,"

489.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,,4-sobno,,,1500,,,,,,,,490191084-120
143,6484341,09.03.2021dne21:45,"
25dni,1h,27min.
",44-krat,"
podogovoru",Skupna cena,Prodam,"Jugovzhodna Slovenija, Kočevje, Kočevje",V večstanovanjski stavbi,1.,2,"1,5-sobno","40,00 m²",,,,Delno opremljeno,,,,,,
144,4809330,09.03.2021dne21:30,"
25dni,1h,12min.
",751-krat,"

29.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",,5.,5,,"16,00 m²",,,,Popolnoma opremljeno,,,,,,
145,6483268,09.03.2021dne17:49,"
24dni,21h,31min.
",388-krat,"
podogovoru",Skupna cena,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,Pritličje,3,2-sobno,"58,00 m²","65,00 m²",1958,2020,,,Menjava za drugo nepremičnino ni možna,1,Balkon,Vrt/dvorišče,
146,6089151,09.03.2021dne17:40,"
24dni,21h,22min.
",1495-krat,"

78.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,2.,5,2-sobno,"53,80 m²","53,80 m²",1963,2020,,,,,Zaprt balkon,,
147,6482730,09.03.2021dne15:50,"
doprodaje",453-krat,"

92.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,2.,2,3-sobno,"87,60 m²",,1959,,,EI v izdelavi,,,,,PE9430
148,6144890,09.03.2021dne15:32,"
doprodaje",2825-krat,"

84.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Radvanje",,,,2-sobno,"60,10 m²","62,40 m²",1966,2015,Popolnoma opremljeno,B2 (25 - 35 kWh/m2a),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,100108-469
149,4381313,09.03.2021dne15:30,"
doprodaje",1826-krat,"

159.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",,,,3-sobno,"96,20 m²","113,70 m²",1936,2012,Delno opremljeno,EI ni potrebna (334. člen EZ-1),Menjava za drugo nepremičnino ni možna,1,Balkon,,100104-328
150,1451794,09.03.2021dne14:54,"
24dni,18h,36min.
",2602-krat,"

139.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Koroška vrata",V večstanovanjski stavbi,2.,6,"2,5-sobno",,"73,45 m²",1976,2016,Delno opremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,,Loža,,
151,5775351,09.03.2021dne14:50,"
24dni,18h,31min.
",1846-krat,"

103.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Nova vas",,6.,12,"2,5-sobno","62,00 m²","59,00 m²",1978,2020,Popolnoma opremljeno,,,,Zaprt balkon,,
152,2224878,09.03.2021dne14:24,"
doprodaje",1156-krat,"

70.500 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Vrhov Dol",V večstanovanjski stavbi,2.,,2-sobno,"53,80 m²","59,10 m²",1985,2017,,EI v izdelavi,,,Balkon,,
153,6482091,09.03.2021dne13:21,"
doprodaje",63-krat,"

135.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Trebnje, Trebnje",V večstanovanjski stavbi,1.,,"2,5-sobno","70,10 m²",,1977,,,D (60 - 105 kWh/m2a),,,,,
154,4480743,09.03.2021dne12:49,"
doprodaje",8755-krat,"

109.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,,,2-sobno,,"45,00 m²",1912,,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,1,,,100103-176
155,6310093,09.03.2021dne12:49,"
doprodaje",744-krat,"

59.000 €
",Skupna cena,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,,2,3-sobno,"85,70 m²","88,70 m²",1770,1984,Neopremljeno,EI ni potrebna (334. člen EZ-1),Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,,,100186-67
156,6342021,09.03.2021dne12:48,"
doprodaje",262-krat,"

243.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,5,4-sobno,"95,80 m²","152,20 m²",2020,,Neopremljeno,,Menjava za drugo nepremičnino ni možna,brez pripadajočega parkirišča,Terasa,,100155-249
157,6177392,09.03.2021dne12:38,"
doprodaje",1842-krat,"

84.000 €
",Skupna cena,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,Pritličje,2,3-sobno,"55,40 m²","55,40 m²",1850,2012,,EI ni potrebna (334. člen EZ-1),,,,,
158,6481879,09.03.2021dne12:26,"
24dni,16h,8min.
",92-krat,"

89.000 €
",Skupna cena,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,2.,3,"2,5-sobno","53,00 m²","55,00 m²",,,Neopremljeno,B1 (15 - 25 kWh/m2a),,,,,
159,6481804,09.03.2021dne12:12,"
doprodaje",218-krat,"

128.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,5,4-sobno,"67,00 m²","67,00 m²",1964,1995,,,,,,,GALEA 2021/392
160,6480700,09.03.2021dne08:04,"
24dni,11h,46min.
",674-krat,"

65.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,Mansarda,5,1-sobno,"50,00 m²","50,00 m²",2000,2017,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,
161,5680501,09.03.2021dne06:57,"
24dni,10h,39min.
",376-krat,"

238.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Domžale, Radomlje",V večstanovanjski stavbi,1.,1,4-sobno,,"119,33 m²",2008,,Delno opremljeno,,,2,Terasa,,
162,6480457,09.03.2021dne02:48,"
doprodaje",74-krat,"

193.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Pržan",V večstanovanjski stavbi,4.,8,3-sobno,"51,80 m²","57,10 m²",1964,2008,Popolnoma opremljeno,EI v izdelavi,,,Loža,,100787
163,6477785,09.03.2021dne00:23,"
doprodaje",267-krat,"

165.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,Pritličje,2,4-sobno,"229,00 m²","229,00 m²",1870,2010,Popolnoma opremljeno,,,,,,PS4646408DL
164,6477783,09.03.2021dne00:23,"
doprodaje",91-krat,"

175.000 €
",Skupna cena,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,4.,5,1-sobno,"43,00 m²","43,00 m²",1986,2010,Popolnoma opremljeno,,,,,,PS4646624MM
165,6477781,09.03.2021dne00:23,"
doprodaje",200-krat,"

96.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,3.,4,2-sobno,"62,00 m²","62,00 m²",1982,2008,,,,brez pripadajočega parkirišča,,,PS4646623AP
166,6477779,09.03.2021dne00:23,"
doprodaje",125-krat,"

105.500 €
",Skupna cena,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,12.,12,3-sobno,"68,00 m²","68,00 m²",1979,2016,,,,brez pripadajočega parkirišča,,,PS4646622AP
167,6477772,09.03.2021dne00:23,"
doprodaje",1175-krat,"

79.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,4.,4,2-sobno,"63,00 m²","63,00 m²",1977,,Popolnoma opremljeno,,,,,,PS4646589DL
168,6477769,09.03.2021dne00:23,"
doprodaje",175-krat,"

59.900 €
",Skupna cena,Prodam,"Pomurska, Radenci, Radenci",V večstanovanjski stavbi,3.,3,1-sobno,"66,00 m²","66,00 m²",1974,2016,,,,brez pripadajočega parkirišča,,,PS4646595MR
169,6477767,09.03.2021dne00:23,"
doprodaje",271-krat,"

51.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,5,,"24,00 m²","24,00 m²",1969,,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS4646574BJ
170,6477129,09.03.2021dne00:13,"
doprodaje",254-krat,"

57.990 €
",Skupna cena,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,3.,3,,"26,00 m²","26,00 m²",1962,2018,Popolnoma opremljeno,,,brez pripadajočega parkirišča,,,PS38621902AS
171,6477121,09.03.2021dne00:13,"
doprodaje",19-krat,"

193.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Trebnje, Trebnje",V večstanovanjski stavbi,,,,"120,00 m²","120,00 m²",1973,2015,,,,,,,KODA: P1083CT
172,6477119,09.03.2021dne00:13,"
doprodaje",67-krat,"

154.990 €
",Skupna cena,Prodam,"Podravska, Maribor okolica, Kamnica",V večstanovanjski stavbi,2.,,4-sobno,"115,00 m²","115,00 m²",2020,,,,,,,,KODA: P1058NKM
173,6477117,09.03.2021dne00:12,"
doprodaje",47-krat,"

740.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,4-sobno,,,1500,,,,,,,,490191084-118
174,6477114,09.03.2021dne00:12,"
doprodaje",56-krat,"

123.000 €
",Skupna cena,Prodam,"Gorenjska, Škofja Loka, Škofja Loka",V večstanovanjski stavbi,3.,3,2-sobno,"45,00 m²","45,00 m²",1988,2015,Popolnoma opremljeno,,,,,,P52ŠK
175,3664944,08.03.2021dne22:24,"
24dni,2h,5min.
",4330-krat,"

58.000 €
",Skupna cena,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",V večstanovanjski stavbi,Pritličje,1,2-sobno,"76,33 m²","76,33 m²",1915,2012,Delno opremljeno,EI ni potrebna (334. člen EZ-1),Možna menjava za drugo nepremičnino,1,,"Vrt/dvorišče, Lopa za shranjevanje",
176,6254564,08.03.2021dne21:43,"
1dan,20h,39min.
",883-krat,"

67.000 €
",Skupna cena,Prodam,"Podravska, Šentilj v Slovenskih goricah, Sladki Vrh",V večstanovanjski stavbi,Visoko pritličje,3,3-sobno,"63,00 m²","75,00 m²",1965,2008,Delno opremljeno,D (60 - 105 kWh/m2a),Menjava za drugo nepremičnino ni možna,,Balkon,,
177,6476741,08.03.2021dne21:13,"
24dni,0h,54min.
",247-krat,"

58.000 €
",Skupna cena,Prodam,"Jugovzhodna Slovenija, Šmarješke Toplice, Šmarješke Toplice",V večstanovanjski stavbi,2.,3,1-sobno,"53,06 m²","38,29 m²",1978,2017,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,1,,Vrt/dvorišče,
178,6476684,08.03.2021dne21:01,"
doprodaje",28-krat,"

239.000 €
",Skupna cena,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Nove Fužine",V večstanovanjski stavbi,9.,12,3-sobno,,"80,00 m²",1985,2011,Popolnoma opremljeno,EI v izdelavi,,,Balkon,,100770
179,6476214,08.03.2021dne19:23,"
23dni,23h,5min.
",252-krat,"

149.900 €
",Skupna cena,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,Visoko pritličje,3,4-sobno,"74,00 m²","90,60 m²",1979,,Delno opremljeno,D (60 - 105 kWh/m2a),,,Balkon,,
180,6475612,08.03.2021dne17:17,"
23dni,20h,58min.
",228-krat,"

106.000 €
",Skupna cena,Prodam,"Podravska, Maribor, Limbuš",V večstanovanjski stavbi,1.,1,3-sobno,"80,00 m²","90,00 m²",2009,,Delno opremljeno,,,,Balkon,Lopa za shranjevanje,
181,6475439,08.03.2021dne16:34,"
23dni,20h,15min.
",182-krat,"

125.000 €
",Skupna cena,Prodam,"Savinjska, Celje, Hudinja",V večstanovanjski stavbi,3.,5,2-sobno,"53,00 m²","53,00 m²",1968,2021,,,Menjava za drugo nepremičnino ni možna,,Balkon,,
182,6475276,08.03.2021dne15:53,"
doprodaje",285-krat,"

83.000 €
",Skupna cena,Prodam,"Savinjska, Žalec, Šempeter v Savinjski dolini",V večstanovanjski stavbi,2.,3,3-sobno,,"72,70 m²",1965,2014,Neopremljeno,EI v izdelavi,Menjava za drugo nepremičnino ni možna,,Balkon,,
183,6475048,08.03.2021dne15:06,"
23dni,18h,47min.
",48-krat,"

189.000 €
",Skupna cena,Prodam,"Izven Slovenije - Hrvaška, Zadarska, Pag",V večstanovanjski stavbi,1.,2,3-sobno,"69,00 m²",,2015,,Popolnoma opremljeno,A2 (10 - 15 kWh/m2a),Menjava za drugo nepremičnino ni možna,1,Terasa,,
